TimeStep,Station_PM,occu
3868,3,
3868,4,0.0505
3868,5,
3868,6,
3868,7,0.057249999999999995
3868,8,
3868,9,0.041625
3868,10,
3868,11,0.056
3868,12,
3868,13,0.040624999999999994
3868,14,0.044875000000000005
3868,15,0.07325000000000001
3868,16,0.07012499999999999
3869,0,0.076625
3869,1,0.044
3869,2,
3869,3,
3869,4,0.05325
3869,5,
3869,6,
3869,7,0.06125
3869,8,
3869,9,0.081625
3869,10,
3869,11,0.062875
3869,12,
3869,13,0.079
3869,14,0.049375
3869,15,0.057
3869,16,0.072125
3870,0,0.049875
3870,1,0.062875
3870,2,
3870,3,
3870,4,0.05975
3870,5,
3870,6,
3870,7,0.057124999999999995
3870,8,
3870,9,0.064
3870,10,
3870,11,0.045375
3870,12,
3870,13,0.053375
3870,14,0.052125
3870,15,0.057374999999999995
3870,16,0.053500000000000006
3871,0,0.05325
3871,1,0.03925
3871,2,
3871,3,
3871,4,0.041249999999999995
3871,5,
3871,6,
3871,7,0.0615
3871,8,
3871,9,0.036500000000000005
3871,10,
3871,11,0.08625
3871,12,
3871,13,0.07
3871,14,0.048125
3871,15,0.062125
3871,16,0.05325
3872,0,0.05075
3872,1,0.052375
3872,2,
3872,3,
3872,4,0.056
3872,5,
3872,6,
3872,7,0.04825
3872,8,
3872,9,0.075625
3872,10,
3872,11,0.05925
3872,12,
3872,13,0.052375
3872,14,0.04775
3872,15,0.0635
3872,16,0.06525
3873,0,0.059500000000000004
3873,1,0.039125
3873,2,
3873,3,
3873,4,0.054625
3873,5,
3873,6,
3873,7,0.062125
3873,8,
3873,9,0.07024999999999999
3873,10,
3873,11,0.038
3873,12,
3873,13,0.076
3873,14,0.038625
3873,15,0.05375
3873,16,0.067375
3874,0,0.035500000000000004
3874,1,0.046375
3874,2,
3874,3,
3874,4,0.0485
3874,5,
3874,6,
3874,7,0.05975
3874,8,
3874,9,0.06025
3874,10,
3874,11,0.10125
3874,12,
3874,13,0.06587499999999999
3874,14,0.06575
3874,15,0.044
3874,16,0.059250000000000004
3875,0,0.057249999999999995
3875,1,0.035875
3875,2,
3875,3,
3875,4,0.05362499999999999
3875,5,
3875,6,
3875,7,0.06325
3875,8,
3875,9,0.06875
3875,10,
3875,11,0.047875
3875,12,
3875,13,0.037625
3875,14,0.04375
3875,15,0.063125
3875,16,0.05
3876,0,0.04975
3876,1,0.041375
3876,2,
3876,3,
3876,4,0.047
3876,5,
3876,6,
3876,7,0.06225
3876,8,
3876,9,0.078
3876,10,
3876,11,0.046625
3876,12,
3876,13,0.095625
3876,14,0.038
3876,15,0.057999999999999996
3876,16,0.05075
3877,0,0.064875
3877,1,0.04475
3877,2,
3877,3,
3877,4,0.036375
3877,5,
3877,6,
3877,7,0.068125
3877,8,
3877,9,0.051750000000000004
3877,10,
3877,11,0.0875
3877,12,
3877,13,0.064625
3877,14,0.058499999999999996
3877,15,0.0565
3877,16,0.06462499999999999
3878,0,0.060375
3878,1,0.052250000000000005
3878,2,
3878,3,
3878,4,0.03325
3878,5,
3878,6,
3878,7,0.065625
3878,8,
3878,9,0.061125
3878,10,
3878,11,0.0695
3878,12,
3878,13,0.055875
3878,14,0.0455
3878,15,0.069625
3878,16,0.0615
3879,0,0.09125
3879,1,0.05475
3879,2,
3879,3,
3879,4,0.040125
3879,5,
3879,6,
3879,7,0.0385
3879,8,
3879,9,0.092375
3879,10,
3879,11,0.051
3879,12,
3879,13,0.089125
3879,14,0.051750000000000004
3879,15,0.06675
3879,16,0.065375
3880,0,0.053000000000000005
3880,1,0.075375
3880,2,
3880,3,
3880,4,0.052875
3880,5,
3880,6,
3880,7,0.043375000000000004
3880,8,
3880,9,0.078
3880,10,
3880,11,0.067
3880,12,
3880,13,0.087125
3880,14,0.08125
3880,15,0.059125
3880,16,0.065125
3881,0,0.047625
3881,1,0.048
3881,2,
3881,3,
3881,4,0.047625
3881,5,
3881,6,
3881,7,0.045625
3881,8,
3881,9,0.06
3881,10,
3881,11,0.079625
3881,12,
3881,13,0.039875
3881,14,0.063
3881,15,0.08074999999999999
3881,16,0.05525000000000001
3882,0,0.04925
3882,1,0.044125
3882,2,
3882,3,
3882,4,0.056749999999999995
3882,5,
3882,6,
3882,7,0.07200000000000001
3882,8,
3882,9,0.058625
3882,10,
3882,11,0.088
3882,12,
3882,13,0.07037500000000001
3882,14,0.028833333333333332
3882,15,0.09412500000000001
3882,16,0.084125
3883,0,0.077875
3883,1,0.03275
3883,2,
3883,3,
3883,4,0.06325
3883,5,
3883,6,
3883,7,0.043
3883,8,
3883,9,0.0345
3883,10,
3883,11,0.0445
3883,12,
3883,13,0.09562499999999999
3883,14,0.051250000000000004
3883,15,0.03525
3883,16,0.0745
3884,0,0.05625
3884,1,0.061875
3884,2,
3884,3,
3884,4,0.063875
3884,5,
3884,6,
3884,7,0.071875
3884,8,
3884,9,0.088875
3884,10,
3884,11,0.07
3884,12,
3884,13,0.07325
3884,14,0.10416666666666667
3884,15,0.061625
3884,16,0.047625
3885,0,0.064
3885,1,0.049
3885,2,
3885,3,
3885,4,0.058875
3885,5,
3885,6,
3885,7,0.07375
3885,8,
3885,9,0.046
3885,10,
3885,11,0.051000000000000004
3885,12,
3885,13,0.058875
3885,14,0.047
3885,15,0.10125
3885,16,0.054
3886,0,0.072625
3886,1,0.055875
3886,2,
3886,3,
3886,4,0.0425
3886,5,
3886,6,
3886,7,0.080375
3886,8,
3886,9,0.082125
3886,10,
3886,11,0.078125
3886,12,
3886,13,0.05975
3886,14,0.052375
3886,15,0.05425
3886,16,0.104625
3887,0,0.039
3887,1,0.061625
3887,2,
3887,3,
3887,4,0.03375
3887,5,
3887,6,
3887,7,0.0575
3887,8,
3887,9,0.075
3887,10,
3887,11,0.059000000000000004
3887,12,
3887,13,0.0775
3887,14,0.051625
3887,15,0.06575
3887,16,0.055374999999999994
3888,0,0.033625
3888,1,0.027
3888,2,
3888,3,
3888,4,0.0565
3888,5,
3888,6,
3888,7,0.06925
3888,8,
3888,9,0.091875
3888,10,
3888,11,0.09125
3888,12,
3888,13,0.069125
3888,14,0.062
3888,15,0.061875
3888,16,0.056875
3889,0,0.072125
3889,1,0.02975
3889,2,
3889,3,
3889,4,0.057625
3889,5,
3889,6,
3889,7,0.021625
3889,8,
3889,9,0.066125
3889,10,
3889,11,0.0715
3889,12,
3889,13,0.061
3889,14,0.044375
3889,15,0.06575
3889,16,0.07550000000000001
3890,0,0.076125
3890,1,0.06475
3890,2,
3890,3,
3890,4,0.06725
3890,5,
3890,6,
3890,7,0.085
3890,8,
3890,9,0.10350000000000001
3890,10,
3890,11,0.08025
3890,12,
3890,13,0.1
3890,14,0.0565
3890,15,0.05175
3890,16,0.057125
3891,0,0.0805
3891,1,0.0645
3891,2,
3891,3,
3891,4,0.040875
3891,5,
3891,6,
3891,7,0.073125
3891,8,
3891,9,0.04825
3891,10,
3891,11,0.06912499999999999
3891,12,
3891,13,0.06275
3891,14,0.07062500000000001
3891,15,0.07125
3891,16,0.046375
3892,0,0.07012499999999999
3892,1,0.06275
3892,2,
3892,3,
3892,4,0.030125
3892,5,
3892,6,
3892,7,0.09016666666666666
3892,8,
3892,9,0.07875
3892,10,
3892,11,0.092
3892,12,
3892,13,0.08375
3892,14,0.06212500000000001
3892,15,0.093
3892,16,0.06962499999999999
3893,0,0.056375
3893,1,0.07025
3893,2,
3893,3,
3893,4,0.051000000000000004
3893,5,
3893,6,
3893,7,0.0495
3893,8,
3893,9,0.06974999999999999
3893,10,
3893,11,0.043375
3893,12,
3893,13,0.08475
3893,14,0.06125
3893,15,0.073
3893,16,0.100125
3894,0,0.06675
3894,1,0.03425
3894,2,
3894,3,
3894,4,0.06
3894,5,
3894,6,
3894,7,0.044625
3894,8,
3894,9,0.09962499999999999
3894,10,
3894,11,0.08712500000000001
3894,12,
3894,13,0.09937499999999999
3894,14,0.06575
3894,15,0.072125
3894,16,0.07200000000000001
3895,0,0.062875
3895,1,0.0515
3895,2,
3895,3,
3895,4,0.058875
3895,5,
3895,6,
3895,7,0.052625
3895,8,
3895,9,0.061375
3895,10,
3895,11,0.063125
3895,12,
3895,13,0.05449999999999999
3895,14,0.05437500000000001
3895,15,0.0745
3895,16,0.0715
3896,0,0.076
3896,1,0.059125
3896,2,
3896,3,
3896,4,0.07400000000000001
3896,5,
3896,6,
3896,7,0.06525
3896,8,
3896,9,0.052375000000000005
3896,10,
3896,11,0.0865
3896,12,
3896,13,0.0835
3896,14,0.051875000000000004
3896,15,0.07112500000000001
3896,16,0.075125
3897,0,0.052875
3897,1,0.065125
3897,2,
3897,3,
3897,4,0.04783333333333334
3897,5,
3897,6,
3897,7,0.063625
3897,8,
3897,9,0.052875
3897,10,
3897,11,0.0635
3897,12,
3897,13,0.0665
3897,14,0.057499999999999996
3897,15,0.0645
3897,16,0.082125
3898,0,0.059625
3898,1,0.043
3898,2,
3898,3,
3898,4,0.053
3898,5,
3898,6,
3898,7,0.08075
3898,8,
3898,9,0.06475
3898,10,
3898,11,0.063625
3898,12,
3898,13,0.090375
3898,14,0.059000000000000004
3898,15,0.06687499999999999
3898,16,0.051500000000000004
3899,0,0.056
3899,1,0.053875
3899,2,
3899,3,
3899,4,0.050499999999999996
3899,5,
3899,6,
3899,7,0.056249999999999994
3899,8,
3899,9,0.06975
3899,10,
3899,11,0.041625
3899,12,
3899,13,0.077375
3899,14,0.0615
3899,15,0.079625
3899,16,0.075375
3900,0,0.08812500000000001
3900,1,0.043625
3900,2,
3900,3,
3900,4,0.055
3900,5,
3900,6,
3900,7,0.060375000000000005
3900,8,
3900,9,0.07775
3900,10,
3900,11,0.073375
3900,12,
3900,13,0.06475
3900,14,0.0685
3900,15,0.076125
3900,16,0.073
3901,0,0.059500000000000004
3901,1,0.0685
3901,2,
3901,3,
3901,4,0.042375
3901,5,
3901,6,
3901,7,0.062375
3901,8,
3901,9,0.06475
3901,10,
3901,11,0.07187500000000001
3901,12,
3901,13,0.060875
3901,14,0.044625
3901,15,0.083625
3901,16,0.081625
3902,0,0.055374999999999994
3902,1,0.033
3902,2,
3902,3,
3902,4,0.058374999999999996
3902,5,
3902,6,
3902,7,0.066375
3902,8,
3902,9,0.08925
3902,10,
3902,11,0.055375
3902,12,
3902,13,0.077
3902,14,0.056
3902,15,0.040375
3902,16,0.08025
3903,0,0.0475
3903,1,0.05025
3903,2,
3903,3,
3903,4,0.05275
3903,5,
3903,6,
3903,7,0.04275
3903,8,
3903,9,0.052375
3903,10,
3903,11,0.075625
3903,12,
3903,13,0.075625
3903,14,0.06033333333333333
3903,15,0.07475
3903,16,0.04975
3904,0,0.053625000000000006
3904,1,0.0385
3904,2,
3904,3,
3904,4,0.06075
3904,5,
3904,6,
3904,7,0.06075
3904,8,
3904,9,0.09775
3904,10,
3904,11,0.0915
3904,12,
3904,13,0.05933333333333333
3904,14,0.06625
3904,15,0.064375
3904,16,0.074375
3905,0,0.057874999999999996
3905,1,0.045375
3905,2,
3905,3,
3905,4,0.0545
3905,5,
3905,6,
3905,7,0.071
3905,8,
3905,9,0.051000000000000004
3905,10,
3905,11,0.057249999999999995
3905,12,
3905,13,0.072375
3905,14,0.02825
3905,15,0.080375
3905,16,0.065
3906,0,0.076
3906,1,0.05225
3906,2,
3906,3,
3906,4,0.067125
3906,5,
3906,6,
3906,7,0.05483333333333334
3906,8,
3906,9,0.07025
3906,10,
3906,11,0.071875
3906,12,
3906,13,0.103875
3906,14,0.088375
3906,15,0.035625
3906,16,0.0775
3907,0,0.058875
3907,1,0.0585
3907,2,
3907,3,
3907,4,0.035375000000000004
3907,5,
3907,6,
3907,7,0.03516666666666667
3907,8,
3907,9,0.09562500000000002
3907,10,
3907,11,0.066
3907,12,
3907,13,0.074625
3907,14,0.053125000000000006
3907,15,0.08587499999999999
3907,16,0.039125
3908,0,0.0785
3908,1,0.05625
3908,2,
3908,3,
3908,4,0.04175
3908,5,
3908,6,
3908,7,0.08225
3908,8,
3908,9,0.071875
3908,10,
3908,11,0.0695
3908,12,
3908,13,0.061125
3908,14,0.081125
3908,15,0.075875
3908,16,0.08912500000000001
3909,0,0.06
3909,1,0.061625
3909,2,
3909,3,
3909,4,0.050375
3909,5,
3909,6,
3909,7,0.05899999999999999
3909,8,
3909,9,0.079375
3909,10,
3909,11,0.09675
3909,12,
3909,13,0.052875
3909,14,0.026875
3909,15,0.080125
3909,16,0.06937499999999999
3910,0,0.064
3910,1,0.041374999999999995
3910,2,
3910,3,
3910,4,0.063125
3910,5,
3910,6,
3910,7,0.0475
3910,8,
3910,9,0.07
3910,10,
3910,11,0.071125
3910,12,
3910,13,0.066
3910,14,0.052000000000000005
3910,15,0.053000000000000005
3910,16,0.08
3911,0,0.087
3911,1,0.056875
3911,2,
3911,3,
3911,4,0.066
3911,5,
3911,6,
3911,7,0.05
3911,8,
3911,9,0.08750000000000001
3911,10,
3911,11,0.080875
3911,12,
3911,13,0.105875
3911,14,0.059125
3911,15,0.035375000000000004
3911,16,0.045125
3912,0,0.077875
3912,1,0.059125
3912,2,
3912,3,
3912,4,0.06887499999999999
3912,5,
3912,6,
3912,7,0.074875
3912,8,
3912,9,0.0395
3912,10,
3912,11,0.08675
3912,12,
3912,13,0.089
3912,14,0.071375
3912,15,0.080875
3912,16,0.0485
3913,0,0.04825
3913,1,0.0855
3913,2,
3913,3,
3913,4,0.048
3913,5,
3913,6,
3913,7,0.09162500000000001
3913,8,
3913,9,0.0495
3913,10,
3913,11,0.07075000000000001
3913,12,
3913,13,0.067375
3913,14,0.08566666666666667
3913,15,0.08800000000000001
3913,16,0.071
3914,0,0.097375
3914,1,0.047625
3914,2,
3914,3,
3914,4,0.060875
3914,5,
3914,6,
3914,7,0.048
3914,8,
3914,9,0.094625
3914,10,
3914,11,0.046875
3914,12,
3914,13,0.0925
3914,14,0.047875
3914,15,0.11225
3914,16,0.08825
3915,0,0.05125
3915,1,0.066625
3915,2,
3915,3,
3915,4,0.053
3915,5,
3915,6,
3915,7,0.08683333333333333
3915,8,
3915,9,0.07425
3915,10,
3915,11,0.055625
3915,12,
3915,13,0.085375
3915,14,0.078875
3915,15,0.07150000000000001
3915,16,0.09975
3916,0,0.043875
3916,1,0.039625
3916,2,
3916,3,
3916,4,0.0675
3916,5,
3916,6,
3916,7,0.0615
3916,8,
3916,9,0.08912500000000001
3916,10,
3916,11,0.096625
3916,12,
3916,13,0.058249999999999996
3916,14,0.05499999999999999
3916,15,0.09775
3916,16,0.069625
3917,0,0.07150000000000001
3917,1,0.03825
3917,2,
3917,3,
3917,4,0.064375
3917,5,
3917,6,
3917,7,0.072625
3917,8,
3917,9,0.08600000000000001
3917,10,
3917,11,0.0915
3917,12,
3917,13,0.052750000000000005
3917,14,0.032875
3917,15,0.06687499999999999
3917,16,0.098625
3918,0,0.065875
3918,1,0.061
3918,2,
3918,3,
3918,4,0.077625
3918,5,
3918,6,
3918,7,0.07625
3918,8,
3918,9,0.0625
3918,10,
3918,11,0.10025
3918,12,
3918,13,0.09125
3918,14,0.06125
3918,15,0.042874999999999996
3918,16,0.067
3919,0,0.048875
3919,1,0.049875
3919,2,
3919,3,
3919,4,0.062
3919,5,
3919,6,
3919,7,0.072875
3919,8,
3919,9,0.08975
3919,10,
3919,11,0.081125
3919,12,
3919,13,0.08737500000000001
3919,14,0.08499999999999999
3919,15,0.058249999999999996
3919,16,0.043625
3920,0,0.11025
3920,1,0.03925
3920,2,
3920,3,
3920,4,0.031125
3920,5,
3920,6,
3920,7,0.08449999999999999
3920,8,
3920,9,0.06175
3920,10,
3920,11,0.073375
3920,12,
3920,13,0.09025
3920,14,0.066125
3920,15,0.113875
3920,16,0.0645
3921,0,0.053125
3921,1,0.091
3921,2,
3921,3,
3921,4,0.062875
3921,5,
3921,6,
3921,7,0.079375
3921,8,
3921,9,0.09175
3921,10,
3921,11,0.08549999999999999
3921,12,
3921,13,0.0875
3921,14,0.074875
3921,15,0.0695
3921,16,0.10400000000000001
3922,0,0.0645
3922,1,0.043
3922,2,
3922,3,
3922,4,0.04475
3922,5,
3922,6,
3922,7,0.052375
3922,8,
3922,9,0.10675000000000001
3922,10,
3922,11,0.09425
3922,12,
3922,13,0.06875
3922,14,0.062375
3922,15,0.09125
3922,16,0.066625
3923,0,0.06
3923,1,0.05875
3923,2,
3923,3,
3923,4,0.067375
3923,5,
3923,6,
3923,7,0.05783333333333333
3923,8,
3923,9,0.10012499999999999
3923,10,
3923,11,0.10525
3923,12,
3923,13,0.09325
3923,14,0.04016666666666666
3923,15,0.075875
3923,16,0.0945
3924,0,0.06775
3924,1,0.046
3924,2,
3924,3,
3924,4,0.06175
3924,5,
3924,6,
3924,7,0.061375
3924,8,
3924,9,0.061500000000000006
3924,10,
3924,11,0.081375
3924,12,
3924,13,0.08075
3924,14,0.07425000000000001
3924,15,0.06612499999999999
3924,16,0.086
3925,0,0.113875
3925,1,0.05725
3925,2,
3925,3,
3925,4,0.057875
3925,5,
3925,6,
3925,7,0.08612500000000001
3925,8,
3925,9,0.05525
3925,10,
3925,11,0.056
3925,12,
3925,13,0.12
3925,14,0.062
3925,15,0.093125
3925,16,0.056749999999999995
3926,0,0.05475
3926,1,0.09200000000000001
3926,2,
3926,3,
3926,4,0.059625000000000004
3926,5,
3926,6,
3926,7,0.062875
3926,8,
3926,9,0.084875
3926,10,
3926,11,0.06875
3926,12,
3926,13,0.083625
3926,14,0.104
3926,15,0.07050000000000001
3926,16,0.09962499999999999
3927,0,0.109125
3927,1,0.03933333333333334
3927,2,
3927,3,
3927,4,0.054625
3927,5,
3927,6,
3927,7,0.081875
3927,8,
3927,9,0.082875
3927,10,
3927,11,0.06425
3927,12,
3927,13,0.080875
3927,14,0.075
3927,15,0.105
3927,16,0.07525000000000001
3928,0,0.043125000000000004
3928,1,0.0835
3928,2,
3928,3,
3928,4,0.058125
3928,5,
3928,6,
3928,7,0.07100000000000001
3928,8,
3928,9,0.06825
3928,10,
3928,11,0.059250000000000004
3928,12,
3928,13,0.06937499999999999
3928,14,0.04633333333333334
3928,15,0.100125
3928,16,0.09575
3929,0,0.081875
3929,1,0.041625
3929,2,
3929,3,
3929,4,0.07050000000000001
3929,5,
3929,6,
3929,7,0.06175
3929,8,
3929,9,0.11199999999999999
3929,10,
3929,11,0.096625
3929,12,
3929,13,0.056749999999999995
3929,14,0.05025
3929,15,0.07112500000000001
3929,16,0.09825
3930,0,0.15325
3930,1,0.06975
3930,2,
3930,3,
3930,4,0.065125
3930,5,
3930,6,
3930,7,0.09299999999999999
3930,8,
3930,9,0.08249999999999999
3930,10,
3930,11,0.057375
3930,12,
3930,13,0.08787500000000001
3930,14,0.06537499999999999
3930,15,0.0595
3930,16,0.075875
3931,0,0.07875
3931,1,0.121875
3931,2,
3931,3,
3931,4,0.054375
3931,5,
3931,6,
3931,7,0.067625
3931,8,
3931,9,0.058499999999999996
3931,10,
3931,11,0.123125
3931,12,
3931,13,0.08875
3931,14,0.05275
3931,15,0.0675
3931,16,0.061125
3932,0,0.08600000000000001
3932,1,0.07125
3932,2,
3932,3,
3932,4,0.0565
3932,5,
3932,6,
3932,7,0.07825
3932,8,
3932,9,0.09962499999999999
3932,10,
3932,11,0.06987499999999999
3932,12,
3932,13,0.078375
3932,14,0.07275
3932,15,0.072875
3932,16,0.06275
3933,0,0.048875
3933,1,0.068125
3933,2,
3933,3,
3933,4,0.0665
3933,5,
3933,6,
3933,7,0.07175000000000001
3933,8,
3933,9,0.072375
3933,10,
3933,11,0.058875
3933,12,
3933,13,0.10650000000000001
3933,14,0.046125
3933,15,0.0815
3933,16,0.076875
3934,0,0.09425
3934,1,0.06766666666666667
3934,2,
3934,3,
3934,4,0.06625
3934,5,
3934,6,
3934,7,0.0785
3934,8,
3934,9,0.104875
3934,10,
3934,11,0.096
3934,12,
3934,13,0.08
3934,14,0.10066666666666664
3934,15,0.059750000000000004
3934,16,0.08025
3935,0,0.05700000000000001
3935,1,0.071375
3935,2,
3935,3,
3935,4,0.08675
3935,5,
3935,6,
3935,7,0.093875
3935,8,
3935,9,0.064
3935,10,
3935,11,0.09325
3935,12,
3935,13,0.064375
3935,14,0.07033333333333334
3935,15,0.109375
3935,16,0.0525
3936,0,0.07525000000000001
3936,1,0.055625
3936,2,
3936,3,
3936,4,0.076375
3936,5,
3936,6,
3936,7,0.06737499999999999
3936,8,
3936,9,0.07575
3936,10,
3936,11,0.104375
3936,12,
3936,13,0.0895
3936,14,0.060000000000000005
3936,15,0.073125
3936,16,0.113625
3937,0,0.110875
3937,1,0.0565
3937,2,
3937,3,
3937,4,0.049875
3937,5,
3937,6,
3937,7,0.104125
3937,8,
3937,9,0.11349999999999999
3937,10,
3937,11,0.07200000000000001
3937,12,
3937,13,0.09974999999999999
3937,14,0.08612500000000001
3937,15,0.06775
3937,16,0.07925
3938,0,0.047125
3938,1,0.08333333333333333
3938,2,
3938,3,
3938,4,0.08600000000000001
3938,5,
3938,6,
3938,7,0.095875
3938,8,
3938,9,0.08625000000000001
3938,10,
3938,11,0.078375
3938,12,
3938,13,0.1255
3938,14,0.07825
3938,15,0.088125
3938,16,0.059875
3939,0,0.094625
3939,1,0.04
3939,2,
3939,3,
3939,4,0.056624999999999995
3939,5,
3939,6,
3939,7,0.06783333333333334
3939,8,
3939,9,0.11299999999999999
3939,10,
3939,11,0.130125
3939,12,
3939,13,0.051875000000000004
3939,14,0.07825
3939,15,0.099875
3939,16,0.093125
3940,0,0.08424999999999999
3940,1,0.079
3940,2,
3940,3,
3940,4,0.06316666666666666
3940,5,
3940,6,
3940,7,0.10266666666666667
3940,8,
3940,9,0.10049999999999999
3940,10,
3940,11,0.08374999999999999
3940,12,
3940,13,0.097375
3940,14,0.067
3940,15,0.098875
3940,16,0.095625
3941,0,0.07462500000000001
3941,1,0.0665
3941,2,
3941,3,
3941,4,0.0615
3941,5,
3941,6,
3941,7,0.084375
3941,8,
3941,9,0.06525
3941,10,
3941,11,0.108375
3941,12,
3941,13,0.130375
3941,14,0.056125
3941,15,0.055999999999999994
3941,16,0.10250000000000001
3942,0,0.08725
3942,1,0.063375
3942,2,
3942,3,
3942,4,0.066125
3942,5,
3942,6,
3942,7,0.062625
3942,8,
3942,9,0.108625
3942,10,
3942,11,0.08612500000000001
3942,12,
3942,13,0.091875
3942,14,0.13874999999999998
3942,15,0.0895
3942,16,0.0585
3943,0,0.09075
3943,1,0.067125
3943,2,
3943,3,
3943,4,0.060375
3943,5,
3943,6,
3943,7,0.07425
3943,8,
3943,9,0.107
3943,10,
3943,11,0.07075000000000001
3943,12,
3943,13,0.0895
3943,14,0.06775
3943,15,0.1515
3943,16,0.09
3944,0,0.09637499999999999
3944,1,0.073375
3944,2,
3944,3,
3944,4,0.074625
3944,5,
3944,6,
3944,7,0.06425
3944,8,
3944,9,0.0755
3944,10,
3944,11,0.08625
3944,12,
3944,13,0.116875
3944,14,0.08983333333333333
3944,15,0.09025
3944,16,0.145375
3945,0,0.071
3945,1,0.079
3945,2,
3945,3,
3945,4,0.061375
3945,5,
3945,6,
3945,7,0.074125
3945,8,
3945,9,0.0615
3945,10,
3945,11,0.107625
3945,12,
3945,13,0.077625
3945,14,0.0765
3945,15,0.099125
3945,16,0.10375000000000001
3946,0,0.071625
3946,1,0.057375
3946,2,
3946,3,
3946,4,0.078875
3946,5,
3946,6,
3946,7,0.081875
3946,8,
3946,9,0.10250000000000001
3946,10,
3946,11,0.068125
3946,12,
3946,13,0.07325
3946,14,0.04700000000000001
3946,15,0.098875
3946,16,0.09775
3947,0,0.056625
3947,1,0.05875
3947,2,
3947,3,
3947,4,0.051625
3947,5,
3947,6,
3947,7,0.0765
3947,8,
3947,9,0.07225
3947,10,
3947,11,0.077
3947,12,
3947,13,0.099375
3947,14,0.05325
3947,15,0.05275
3947,16,0.112
3948,0,0.048625
3948,1,0.05437499999999999
3948,2,
3948,3,
3948,4,0.085
3948,5,
3948,6,
3948,7,0.091
3948,8,
3948,9,0.073125
3948,10,
3948,11,0.087
3948,12,
3948,13,0.0975
3948,14,0.12075
3948,15,0.067125
3948,16,0.045
3949,0,0.055375
3949,1,0.035
3949,2,
3949,3,
3949,4,0.055875
3949,5,
3949,6,
3949,7,0.07025
3949,8,
3949,9,0.10550000000000001
3949,10,
3949,11,0.09175
3949,12,
3949,13,0.0785
3949,14,0.046625
3949,15,0.11850000000000001
3949,16,0.06875
3950,0,0.08
3950,1,0.039
3950,2,
3950,3,
3950,4,0.062625
3950,5,
3950,6,
3950,7,0.08612500000000001
3950,8,
3950,9,0.08925
3950,10,
3950,11,0.089875
3950,12,
3950,13,0.07100000000000001
3950,14,0.078625
3950,15,0.078
3950,16,0.113875
3951,0,0.044375
3951,1,0.064625
3951,2,
3951,3,
3951,4,0.06825
3951,5,
3951,6,
3951,7,0.06937499999999999
3951,8,
3951,9,0.080625
3951,10,
3951,11,0.103125
3951,12,
3951,13,0.094
3951,14,0.054875
3951,15,0.09675
3951,16,0.09425
3952,0,0.059875000000000005
3952,1,0.043500000000000004
3952,2,
3952,3,
3952,4,0.04775
3952,5,
3952,6,
3952,7,0.09450000000000001
3952,8,
3952,9,0.085125
3952,10,
3952,11,0.1135
3952,12,
3952,13,0.07724999999999999
3952,14,0.066875
3952,15,0.05525
3952,16,0.09412500000000001
3953,0,0.056624999999999995
3953,1,0.04425
3953,2,
3953,3,
3953,4,0.045625
3953,5,
3953,6,
3953,7,0.07750000000000001
3953,8,
3953,9,0.089125
3953,10,
3953,11,0.07825
3953,12,
3953,13,0.11575
3953,14,0.09433333333333334
3953,15,0.08675000000000001
3953,16,0.058124999999999996
3954,0,0.05725
3954,1,0.04525
3954,2,
3954,3,
3954,4,0.051000000000000004
3954,5,
3954,6,
3954,7,0.055875
3954,8,
3954,9,0.08133333333333333
3954,10,
3954,11,0.073875
3954,12,
3954,13,0.116875
3954,14,0.067875
3954,15,0.08975000000000001
3954,16,0.085375
3955,0,0.056749999999999995
3955,1,0.046625
3955,2,
3955,3,
3955,4,0.054125
3955,5,
3955,6,
3955,7,0.06475
3955,8,
3955,9,0.11283333333333334
3955,10,
3955,11,0.06225
3955,12,
3955,13,0.090375
3955,14,0.09012500000000001
3955,15,0.097375
3955,16,0.09287500000000001
3956,0,0.0515
3956,1,0.043625
3956,2,
3956,3,
3956,4,0.052000000000000005
3956,5,
3956,6,
3956,7,0.045375
3956,8,
3956,9,0.073125
3956,10,
3956,11,0.08912500000000001
3956,12,
3956,13,0.08925
3956,14,0.080375
3956,15,0.108625
3956,16,0.101
3957,0,0.067625
3957,1,0.03900000000000001
3957,2,
3957,3,
3957,4,0.03725
3957,5,
3957,6,
3957,7,0.065875
3957,8,
3957,9,0.093625
3957,10,
3957,11,0.0855
3957,12,
3957,13,0.06375
3957,14,0.056625
3957,15,0.093625
3957,16,0.106125
3958,0,0.11837500000000001
3958,1,0.06
3958,2,
3958,3,
3958,4,0.053
3958,5,
3958,6,
3958,7,0.07925
3958,8,
3958,9,0.043500000000000004
3958,10,
3958,11,0.06266666666666666
3958,12,
3958,13,0.09937499999999999
3958,14,0.067375
3958,15,0.059250000000000004
3958,16,0.09875
3959,0,0.07725
3959,1,0.092875
3959,2,
3959,3,
3959,4,0.045125
3959,5,
3959,6,
3959,7,0.044375
3959,8,
3959,9,0.075625
3959,10,
3959,11,0.094875
3959,12,
3959,13,0.071625
3959,14,0.06225
3959,15,0.079875
3959,16,0.053
3960,0,0.09975
3960,1,0.0595
3960,2,
3960,3,
3960,4,0.023625
3960,5,
3960,6,
3960,7,0.059375
3960,8,
3960,9,0.085625
3960,10,
3960,11,0.06625
3960,12,
3960,13,0.07112500000000001
3960,14,0.061625
3960,15,0.07625
3960,16,0.072
3961,0,0.078875
3961,1,0.079875
3961,2,
3961,3,
3961,4,0.06116666666666667
3961,5,
3961,6,
