TimeStep,Station_PM,Occupancy
37,23,0.0118
37,3,0.0099
37,5,0.0044
37,24,0.0079
37,21,0.0155
38,2,0.0083
38,6,0.0118
38,15,0.0202
38,19,0.0125
38,0,0.0047
38,4,0.0135
38,7,0.0093
38,10,0.0155
38,11,0.0229
38,12,0.0149
38,13,0.0678
38,14,0.0123
38,17,0.0075
38,22,0.0114
38,8,0.0083
38,1,0.0068
38,20,0.0118
38,23,0.0211
38,3,0.0111
38,5,0.0074
38,24,0.0134
38,21,0.0133
39,2,0.0065
39,6,0.0104
39,15,0.023
39,19,0.0151
39,0,0.0048
39,4,0.0103
39,7,0.0079
39,10,0.0152
39,11,0.0164
39,12,0.0136
39,13,0.0176
39,14,0.017
39,17,0.0136
39,22,0.0099
39,8,0.0095
39,1,0.006
39,20,0.0076
39,23,0.0132
39,3,0.0088
39,5,0.0033
39,24,0.0094
39,21,0.0104
40,2,0.0084
40,6,0.0123
40,15,0.0241
40,19,0.0169
40,0,0.0105
40,4,0.0121
40,7,0.0075
40,10,0.0178
40,11,0.0162
40,12,0.0167
40,13,0.0192
40,14,0.0123
40,17,0.0181
40,22,0.0084
40,8,0.0083
40,1,0.0093
40,20,0.0092
40,23,0.013
40,3,0.0101
40,5,0.006
40,24,0.0085
40,21,0.0122
41,2,0.0108
41,6,0.013
41,15,0.0273
41,19,0.0163
41,0,0.0057
41,4,0.0126
41,7,0.0127
41,10,0.0257
41,11,0.0223
41,12,0.0179
41,13,0.0234
41,14,0.0162
41,17,0.0123
41,22,0.0107
41,8,0.0123
41,1,0.012
41,20,0.0082
41,23,0.0117
41,3,0.013
41,5,0.0122
41,24,0.0095
41,21,0.0138
42,2,0.0094
42,6,0.0147
42,15,0.0273
42,19,0.0174
42,0,0.0053
42,4,0.0152
42,7,0.0116
42,10,0.0192
42,11,0.0271
42,12,0.0233
42,13,0.0297
42,14,0.0243
42,17,0.0199
42,22,0.0139
42,8,0.0175
42,1,0.0082
42,20,0.0109
42,23,0.0135
42,3,0.0437
42,5,0.0074
42,24,0.0103
42,21,0.014
43,2,0.0085
43,6,0.0158
43,15,0.026
43,19,0.0196
43,0,0.0032
43,4,0.0145
43,7,0.0114
43,10,0.0218
43,11,0.0302
43,12,0.022
43,13,0.028
43,14,0.0198
43,17,0.0185
43,22,0.0112
43,8,0.0127
43,1,0.0045
43,20,0.0137
43,23,0.0097
43,3,0.0092
43,5,0.0088
43,24,0.0141
43,21,0.0129
44,2,0.0095
44,6,0.0178
44,15,0.0325
44,19,0.0242
44,0,0.0068
44,4,0.0144
44,7,0.0142
44,10,0.0225
44,11,0.0234
44,12,0.0234
44,13,0.0275
44,14,0.022
44,17,0.022
44,22,0.0155
44,8,0.0103
44,1,0.008
44,20,0.0072
44,23,0.0228
44,3,0.0119
44,5,0.0094
44,24,0.0099
44,21,0.018
45,2,0.0112
45,6,0.0159
