TimeStep,Station_PM,speed
47,7,69.76923076923077
47,8,
47,9,70.52380952380952
47,10,
47,11,69.0
47,12,
47,13,65.22222222222223
47,14,70.875
47,15,66.08
47,16,64.73913043478261
48,0,62.63636363636363
48,1,68.82352941176471
48,2,
48,3,
48,4,64.53333333333333
48,5,
48,6,
48,7,62.24
48,8,
48,9,69.125
48,10,
48,11,72.22727272727273
48,12,
48,13,71.18181818181819
48,14,66.625
48,15,62.611111111111114
48,16,62.476190476190474
49,0,66.0
49,1,60.625
49,2,
49,3,
49,4,64.875
49,5,
49,6,
49,7,65.8125
49,8,
49,9,69.71428571428571
49,10,
49,11,67.72727272727273
49,12,
49,13,71.25925925925925
49,14,72.86363636363636
49,15,70.4
49,16,60.294117647058826
50,0,67.66666666666667
50,1,67.83333333333333
50,2,
50,3,
50,4,66.46153846153847
50,5,
50,6,
50,7,66.70588235294117
50,8,
50,9,65.73913043478261
50,10,
50,11,67.25
50,12,
50,13,70.55555555555556
50,14,68.75
50,15,73.33333333333333
50,16,68.875
51,0,64.33333333333333
51,1,68.16666666666667
51,2,
51,3,
51,4,63.07692307692308
51,5,
51,6,
51,7,66.05882352941177
51,8,
51,9,64.36842105263158
51,10,
51,11,65.36363636363636
51,12,
51,13,73.125
51,14,70.2
51,15,69.625
51,16,67.4
52,0,73.18181818181819
52,1,69.4
52,2,
52,3,
52,4,65.86666666666666
52,5,
52,6,
52,7,62.06666666666667
52,8,
52,9,66.73684210526316
52,10,
52,11,62.53333333333333
52,12,
52,13,66.31818181818181
52,14,67.42105263157895
52,15,70.08333333333333
52,16,63.45454545454545
53,0,61.6
53,1,68.91666666666667
53,2,
53,3,
53,4,72.2
53,5,
53,6,
53,7,70.9
53,8,
53,9,57.55555555555556
53,10,
53,11,68.0
53,12,
53,13,69.46153846153847
53,14,67.33333333333333
53,15,67.18181818181819
53,16,65.57142857142857
54,0,66.70588235294117
54,1,66.66666666666667
54,2,
54,3,
54,4,67.85714285714286
54,5,
54,6,
54,7,67.6470588235294
54,8,
54,9,65.3529411764706
54,10,
54,11,66.75
54,12,
54,13,65.11111111111111
54,14,66.0
54,15,68.11764705882354
54,16,61.27272727272727
55,0,67.42857142857143
55,1,69.5
55,2,
55,3,
55,4,72.85714285714286
55,5,
55,6,
55,7,63.625
55,8,
55,9,65.95652173913044
55,10,
55,11,67.61111111111111
55,12,
55,13,67.92857142857143
55,14,68.71428571428571
55,15,66.26315789473684
55,16,63.8
56,0,64.92307692307692
56,1,51.25
56,2,
56,3,
56,4,64.05
56,5,
56,6,
56,7,67.3529411764706
56,8,
56,9,73.3125
56,10,
56,11,69.0952380952381
56,12,
56,13,65.83333333333333
56,14,69.82352941176471
56,15,69.8125
56,16,65.80952380952381
57,0,65.1
57,1,63.93333333333333
57,2,
57,3,
57,4,70.8
57,5,
57,6,
57,7,65.73333333333333
57,8,
57,9,65.4090909090909
57,10,
57,11,72.4
57,12,
57,13,68.94736842105263
57,14,70.05555555555556
57,15,69.3
57,16,67.17647058823529
58,0,68.3
58,1,69.47368421052632
58,2,
58,3,
58,4,62.5
58,5,
58,6,
58,7,68.5909090909091
58,8,
58,9,66.85714285714286
58,10,
58,11,62.9
58,12,
58,13,67.95652173913044
58,14,70.85714285714286
58,15,69.0
58,16,65.66666666666667
59,0,65.88888888888889
59,1,66.66666666666667
59,2,
59,3,
59,4,69.0
59,5,
59,6,
59,7,62.0
59,8,
59,9,66.60714285714286
59,10,
59,11,66.70588235294117
59,12,
59,13,67.92307692307692
59,14,68.65
59,15,69.95238095238095
59,16,67.95833333333333
60,0,62.142857142857146
60,1,65.63636363636364
60,2,
60,3,
60,4,68.47826086956522
60,5,
60,6,
60,7,60.57142857142857
60,8,
60,9,66.85714285714286
60,10,
60,11,63.642857142857146
60,12,
60,13,66.8695652173913
60,14,67.15
60,15,64.0
60,16,65.14285714285714
61,0,65.63636363636364
61,1,66.45454545454545
61,2,
61,3,
61,4,67.1
61,5,
61,6,
61,7,67.2
61,8,
61,9,61.42857142857143
61,10,
61,11,61.6875
61,12,
61,13,70.82352941176471
61,14,69.05882352941177
61,15,66.95238095238095
61,16,63.5
62,0,63.75
62,1,69.38888888888889
62,2,
62,3,
62,4,63.86666666666667
62,5,
62,6,
62,7,64.2
62,8,
62,9,65.82352941176471
62,10,
62,11,63.857142857142854
62,12,
62,13,66.60714285714286
62,14,68.74193548387096
62,15,70.2
62,16,67.55
63,0,66.63157894736842
63,1,64.66666666666667
63,2,
63,3,
63,4,73.625
63,5,
63,6,
63,7,70.125
63,8,
63,9,68.95
63,10,
63,11,70.2
63,12,
63,13,63.416666666666664
63,14,69.33333333333333
63,15,67.51851851851852
63,16,67.27272727272727
64,0,63.4
64,1,66.86666666666666
64,2,
64,3,
64,4,66.47368421052632
64,5,
64,6,
64,7,64.26666666666667
64,8,
64,9,65.66666666666667
64,10,
64,11,67.6
64,12,
64,13,67.75
64,14,67.375
64,15,70.78571428571429
64,16,59.111111111111114
65,0,65.65
65,1,69.8
65,2,
65,3,
65,4,66.0909090909091
65,5,
65,6,
65,7,68.33333333333333
65,8,
65,9,66.375
65,10,
65,11,64.875
65,12,
65,13,68.8076923076923
65,14,69.22727272727273
65,15,70.76470588235294
65,16,67.75
66,0,69.77777777777777
66,1,64.66666666666667
66,2,
66,3,
66,4,65.27777777777777
66,5,
66,6,
66,7,64.35
66,8,
66,9,78.9090909090909
66,10,
66,11,62.578947368421055
66,12,
66,13,68.21428571428571
66,14,63.05882352941177
66,15,69.35
66,16,68.38095238095238
67,0,61.27272727272727
67,1,70.5
67,2,
67,3,
67,4,72.81818181818181
67,5,
67,6,
67,7,68.57894736842105
67,8,
67,9,66.05
67,10,
67,11,67.0
67,12,
67,13,59.92857142857143
67,14,68.1
67,15,65.9047619047619
67,16,57.89473684210526
68,0,69.6
68,1,64.42857142857143
68,2,
68,3,
68,4,66.05263157894737
68,5,
68,6,
68,7,73.38461538461539
68,8,
68,9,67.47619047619048
68,10,
68,11,67.88235294117646
68,12,
68,13,69.23809523809524
68,14,71.5
68,15,67.65
68,16,65.5
69,0,66.41666666666667
69,1,71.625
69,2,
69,3,
69,4,65.63636363636364
69,5,
69,6,
69,7,66.66666666666667
69,8,
69,9,67.72222222222223
69,10,
69,11,70.55
69,12,
69,13,68.6875
69,14,68.07142857142857
69,15,70.10526315789474
69,16,64.29411764705883
70,0,68.9090909090909
70,1,70.7
70,2,
70,3,
70,4,65.41176470588235
70,5,
70,6,
70,7,63.421052631578945
70,8,
70,9,71.33333333333333
70,10,
70,11,62.76470588235294
70,12,
70,13,72.64285714285714
70,14,72.55
70,15,69.5
70,16,64.5
71,0,56.888888888888886
71,1,68.36363636363636
71,2,
71,3,
71,4,68.5
71,5,
71,6,
71,7,68.0
71,8,
71,9,67.45833333333333
71,10,
71,11,66.33333333333333
71,12,
71,13,67.375
71,14,68.27272727272727
71,15,70.11111111111111
71,16,66.6842105263158
72,0,67.33333333333333
72,1,64.84615384615384
72,2,
72,3,
72,4,67.33333333333333
72,5,
72,6,
72,7,67.83333333333333
72,8,
72,9,61.111111111111114
72,10,
72,11,64.6086956521739
72,12,
72,13,66.77272727272727
72,14,66.75
72,15,62.05882352941177
72,16,63.5
73,0,65.85714285714286
73,1,65.5
73,2,
73,3,
73,4,67.71428571428571
73,5,
73,6,
73,7,66.33333333333333
73,8,
73,9,67.95652173913044
73,10,
73,11,66.94736842105263
73,12,
73,13,70.2
73,14,70.52941176470588
73,15,64.94444444444444
73,16,64.58823529411765
74,0,63.7
74,1,65.625
74,2,
74,3,
74,4,66.08333333333333
74,5,
74,6,
74,7,66.16666666666667
74,8,
74,9,69.52
74,10,
74,11,66.25
74,12,
74,13,67.43478260869566
74,14,68.0
74,15,72.3157894736842
74,16,66.10526315789474
75,0,66.1875
75,1,68.5
75,2,
75,3,
75,4,64.3076923076923
75,5,
75,6,
75,7,68.41666666666667
75,8,
75,9,68.52380952380952
75,10,
75,11,67.375
75,12,
75,13,66.83333333333333
75,14,65.15789473684211
75,15,68.76190476190476
75,16,66.23076923076923
76,0,66.64285714285714
76,1,65.0
76,2,
76,3,
76,4,65.21428571428571
76,5,
76,6,
76,7,71.91666666666667
76,8,
76,9,62.285714285714285
76,10,
76,11,66.42105263157895
76,12,
76,13,71.625
76,14,70.52173913043478
76,15,66.04
76,16,62.08
77,0,62.8
77,1,64.0
77,2,
77,3,
77,4,69.0
77,5,
77,6,
77,7,65.05555555555556
77,8,
77,9,69.35
77,10,
77,11,68.0
77,12,
77,13,72.42105263157895
77,14,70.05263157894737
77,15,69.44444444444444
77,16,65.68181818181819
78,0,71.6470588235294
78,1,66.7
78,2,
78,3,
78,4,58.583333333333336
78,5,
78,6,
78,7,65.45
78,8,
78,9,66.52941176470588
78,10,
78,11,70.68181818181819
78,12,
78,13,70.88888888888889
78,14,72.04545454545455
78,15,73.19047619047619
78,16,63.75
79,0,65.22222222222223
79,1,73.0
79,2,
79,3,
79,4,68.07692307692308
79,5,
79,6,
79,7,68.58333333333333
79,8,
79,9,66.80645161290323
79,10,
79,11,67.4
79,12,
79,13,69.45
79,14,68.875
79,15,71.42857142857143
79,16,66.0909090909091
80,0,66.6923076923077
80,1,70.9
80,2,
80,3,
80,4,71.42857142857143
80,5,
80,6,
80,7,66.41176470588235
80,8,
80,9,68.56
80,10,
80,11,65.13793103448276
80,12,
80,13,71.35714285714286
80,14,70.28571428571429
80,15,69.66666666666667
80,16,65.0
81,0,66.21428571428571
81,1,66.15384615384616
81,2,
81,3,
81,4,68.9
81,5,
81,6,
81,7,64.27272727272727
81,8,
81,9,68.84375
81,10,
81,11,72.23529411764706
81,12,
81,13,64.3157894736842
81,14,65.875
81,15,66.88888888888889
81,16,62.31818181818182
82,0,66.63636363636364
82,1,69.23076923076923
82,2,
82,3,
82,4,69.35
82,5,
82,6,
82,7,70.17241379310344
82,8,
82,9,70.56
82,10,
82,11,69.03846153846153
82,12,
82,13,69.38461538461539
82,14,68.03225806451613
82,15,64.2
82,16,68.84615384615384
83,0,67.82608695652173
83,1,67.0
83,2,
83,3,
83,4,68.3076923076923
83,5,
83,6,
83,7,66.45
83,8,
83,9,67.46666666666667
83,10,
83,11,66.91304347826087
83,12,
83,13,68.04347826086956
83,14,72.6923076923077
83,15,69.03125
83,16,65.03333333333333
84,0,67.4
84,1,70.83333333333333
84,2,
84,3,
84,4,69.76190476190476
84,5,
84,6,
84,7,69.19047619047619
84,8,
84,9,67.65714285714286
84,10,
84,11,73.0
84,12,
84,13,69.30434782608695
84,14,69.9090909090909
84,15,71.45454545454545
84,16,67.72727272727273
85,0,64.75
85,1,71.1
85,2,
85,3,
85,4,72.14285714285714
85,5,
85,6,
85,7,69.72
85,8,
85,9,69.42857142857143
85,10,
85,11,64.07692307692308
85,12,
85,13,71.18518518518519
85,14,73.6923076923077
85,15,70.17142857142858
85,16,66.0
86,0,65.81818181818181
86,1,62.54545454545455
86,2,
86,3,
86,4,68.5625
86,5,
86,6,
86,7,69.94444444444444
86,8,
86,9,72.44444444444444
86,10,
86,11,69.84615384615384
86,12,
86,13,67.2
86,14,69.21621621621621
86,15,71.28125
86,16,67.52
87,0,64.16666666666667
87,1,68.92857142857143
87,2,
87,3,
87,4,66.85185185185185
87,5,
87,6,
87,7,68.62068965517241
87,8,
87,9,70.03030303030303
87,10,
87,11,71.78260869565217
87,12,
87,13,69.36666666666666
87,14,70.03571428571429
87,15,71.37037037037037
87,16,67.35483870967742
88,0,68.13333333333334
88,1,67.0
88,2,
88,3,
88,4,66.0
88,5,
88,6,
88,7,68.70370370370371
88,8,
88,9,71.82926829268293
88,10,
88,11,68.82758620689656
88,12,
88,13,73.11111111111111
88,14,70.5
88,15,69.0
88,16,65.47058823529412
89,0,70.16666666666667
89,1,67.13333333333334
89,2,
89,3,
89,4,69.0
89,5,
89,6,
89,7,67.96875
89,8,
89,9,70.37837837837837
89,10,
89,11,71.86206896551724
89,12,
89,13,71.84615384615384
89,14,70.96666666666667
89,15,72.62857142857143
89,16,65.86666666666666
90,0,65.4
90,1,72.0
90,2,
90,3,
90,4,71.14285714285714
90,5,
90,6,
90,7,65.95454545454545
90,8,
90,9,67.66666666666667
90,10,
90,11,70.41379310344827
90,12,
90,13,72.0
90,14,71.02941176470588
90,15,71.63333333333334
90,16,68.08333333333333
91,0,72.32142857142857
91,1,71.85714285714286
91,2,
91,3,
91,4,68.66666666666667
91,5,
91,6,
91,7,69.17391304347827
91,8,
91,9,64.26315789473684
91,10,
91,11,67.6923076923077
91,12,
91,13,70.55
91,14,72.07407407407408
91,15,71.23684210526316
91,16,67.60606060606061
92,0,69.45
92,1,73.0
92,2,
92,3,
92,4,70.41176470588235
92,5,
92,6,
92,7,71.84210526315789
92,8,
92,9,65.65517241379311
92,10,
92,11,67.6896551724138
92,12,
92,13,69.04347826086956
92,14,70.4
92,15,69.62068965517241
92,16,63.0
93,0,66.65217391304348
93,1,69.18181818181819
93,2,
93,3,
93,4,73.24242424242425
93,5,
93,6,
93,7,70.11111111111111
93,8,
93,9,67.9047619047619
93,10,
93,11,66.43478260869566
93,12,
93,13,69.28
93,14,69.66666666666667
93,15,69.1923076923077
93,16,65.37037037037037
94,0,69.95238095238095
94,1,69.6470588235294
94,2,
94,3,
94,4,67.33333333333333
94,5,
94,6,
94,7,71.53333333333333
94,8,
94,9,71.675
94,10,
94,11,69.04
94,12,
94,13,70.5
94,14,67.53333333333333
94,15,70.22857142857143
94,16,64.71875
95,0,64.4
95,1,66.0
95,2,
95,3,
95,4,69.31818181818181
95,5,
95,6,
95,7,68.625
95,8,
95,9,70.47619047619048
95,10,
95,11,71.41935483870968
95,12,
95,13,70.27586206896552
95,14,72.4054054054054
95,15,68.73684210526316
95,16,66.0
96,0,67.1875
96,1,67.875
96,2,
96,3,
96,4,69.47058823529412
96,5,
96,6,
96,7,65.20689655172414
96,8,
96,9,69.07142857142857
96,10,
96,11,68.9
96,12,
96,13,72.27586206896552
96,14,70.26086956521739
96,15,72.45161290322581
96,16,71.19354838709677
97,0,68.42307692307692
97,1,72.0
97,2,
97,3,
97,4,70.73913043478261
97,5,
97,6,
97,7,68.94117647058823
97,8,
97,9,69.30232558139535
97,10,
97,11,69.33333333333333
97,12,
97,13,72.02941176470588
97,14,72.47368421052632
97,15,73.52941176470588
97,16,68.96551724137932
98,0,67.52173913043478
98,1,70.0
98,2,
98,3,
98,4,63.8125
98,5,
98,6,
98,7,69.02857142857142
98,8,
